Geo Point;Geo Shape;intptlat;name;funcstat;intptlon;namelsad;geoid;awater;gid;countyfp;mtfcc;tractce;statefp;aland
40.7178344115,-74.0795515982;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.084184, 40.717853], [-74.083703, 40.718315], [-74.083633, 40.718382], [-74.083498, 40.718512], [-74.082966, 40.718996], [-74.082438, 40.719574], [-74.082351, 40.719669], [-74.081949, 40.72014], [-74.081798, 40.720318], [-74.081357, 40.720872], [-74.077781, 40.719399], [-74.076284, 40.718792], [-74.075402, 40.718434], [-74.074956, 40.718249], [-74.074106, 40.717898], [-74.074829, 40.716938999999996], [-74.075661, 40.715687], [-74.076701, 40.716226], [-74.077838, 40.716815], [-74.07813, 40.716611], [-74.078186, 40.716561], [-74.078442, 40.716326], [-74.079006, 40.715795], [-74.079645, 40.715191], [-74.079886, 40.714968], [-74.081742, 40.715958], [-74.082676, 40.716456], [-74.083874, 40.717095], [-74.084561, 40.717461], [-74.084184, 40.717853]]]]}";+40.7178344;42;S;-074.0795516;Census Tract 42;34017004200;0;40892;017;G5020;004200;34;297682
40.7197038352,-74.0710178107;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.075269, 40.718513], [-74.074753, 40.718907], [-74.074732, 40.718928], [-74.074447, 40.719219], [-74.074179, 40.719492], [-74.074105, 40.719567], [-74.073551, 40.72011], [-74.073408, 40.720257], [-74.072797, 40.7209], [-74.072107, 40.721626], [-74.071615, 40.722145], [-74.070944, 40.722872], [-74.070871, 40.72284], [-74.069595, 40.722147], [-74.068524, 40.721574], [-74.068362, 40.721069], [-74.067271, 40.720518], [-74.06714, 40.720452], [-74.067051, 40.72018], [-74.06673, 40.720201], [-74.066962, 40.720001], [-74.066986, 40.719978], [-74.067074, 40.719802], [-74.067185, 40.719563], [-74.067256, 40.719378], [-74.067279, 40.719304], [-74.067367, 40.719019], [-74.067469, 40.718645], [-74.067488, 40.718568], [-74.069162, 40.719303], [-74.069762, 40.718744], [-74.070615, 40.717624], [-74.07085, 40.716855], [-74.070859, 40.716838], [-74.070989, 40.71662], [-74.071532, 40.716841], [-74.072515, 40.71724], [-74.073389, 40.717601], [-74.074106, 40.717898], [-74.074956, 40.718249], [-74.075402, 40.718434], [-74.075269, 40.718513]]]]}";+40.7197038;41.02;S;-074.0710178;Census Tract 41.02;34017004102;0;41572;017;G5020;004102;34;237077
40.7133700123,-74.0482781029;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.056088, 40.717345], [-74.055685, 40.717302], [-74.054635, 40.717189], [-74.054036, 40.717125], [-74.052276, 40.716938], [-74.05058, 40.716746], [-74.048932, 40.71656], [-74.048101, 40.716456], [-74.047068, 40.716346], [-74.045961, 40.716225], [-74.045686, 40.71619], [-74.04492, 40.716059], [-74.042663, 40.715827], [-74.042785, 40.715235], [-74.042796, 40.715186], [-74.042921, 40.714583], [-74.042957, 40.714412], [-74.042688, 40.714384], [-74.042413, 40.714327], [-74.042196, 40.714232], [-74.042051, 40.714137], [-74.041744, 40.713758], [-74.041685, 40.713663], [-74.041599, 40.713558], [-74.041467, 40.713474], [-74.041515, 40.712902], [-74.041371, 40.712884], [-74.041475, 40.712367], [-74.041372, 40.712383], [-74.041221, 40.712317], [-74.041141, 40.71219], [-74.041141, 40.711997], [-74.041124, 40.711861999999996], [-74.041097, 40.711656], [-74.04112, 40.711497], [-74.041091, 40.711353], [-74.041373, 40.711337], [-74.041402, 40.711298], [-74.041293, 40.711161], [-74.04022, 40.711091], [-74.039754, 40.711061], [-74.039415, 40.711044], [-74.03927, 40.711105], [-74.038952, 40.711116], [-74.038463, 40.711107], [-74.038538, 40.710741], [-74.038542, 40.710722], [-74.03866, 40.710175], [-74.038685, 40.710213], [-74.038822, 40.710235], [-74.039119, 40.710295], [-74.039313, 40.710345], [-74.039329, 40.710395], [-74.039553, 40.710395], [-74.039661, 40.710384], [-74.03969, 40.710142], [-74.039705, 40.709905], [-74.039792, 40.709691], [-74.039921, 40.709768], [-74.040118, 40.709773], [-74.040355, 40.709806], [-74.040608, 40.709774], [-74.043714, 40.710107], [-74.044114, 40.71015], [-74.048501, 40.710669], [-74.048683, 40.710686], [-74.04887, 40.710757], [-74.049008, 40.710835], [-74.04999, 40.710989], [-74.051146, 40.711116], [-74.051162, 40.711188], [-74.051154, 40.711287], [-74.051088, 40.711375], [-74.050987, 40.711397], [-74.05082, 40.711446], [-74.050605, 40.711524], [-74.050583, 40.711562], [-74.05064, 40.711617], [-74.050798, 40.711667], [-74.051009, 40.711755], [-74.051209, 40.711786], [-74.05206, 40.709926], [-74.053687, 40.710067], [-74.053974, 40.710093], [-74.054225, 40.710148], [-74.054347, 40.710227], [-74.054865, 40.710648], [-74.054718, 40.710849], [-74.054598, 40.711151], [-74.054482, 40.711442], [-74.054296, 40.712173], [-74.054334, 40.712712], [-74.054341, 40.712814], [-74.054567, 40.713558], [-74.054817, 40.714065], [-74.055742, 40.715939], [-74.055867, 40.716272000000004], [-74.055969, 40.716541], [-74.056088, 40.717345]]]]}";+40.7131997;73;S;-074.0468136;Census Tract 73;34017007300;168714;42094;017;G5020;007300;34;612745
40.7131111464,-74.0311778635;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.041467, 40.713474], [-74.041451, 40.713546], [-74.041434, 40.713474], [-74.039834, 40.713308], [-74.038142, 40.713108], [-74.036449, 40.712916], [-74.036307, 40.713631], [-74.036148, 40.714429], [-74.036014, 40.7151], [-74.035869, 40.715827], [-74.035701, 40.716671], [-74.035602, 40.716871], [-74.035511, 40.71725], [-74.035505, 40.717274], [-74.034024, 40.717060000000004], [-74.03389, 40.717041], [-74.032857, 40.716892], [-74.032194, 40.71674], [-74.023386, 40.715774], [-74.02373, 40.713888], [-74.023886, 40.713032], [-74.024543, 40.709436], [-74.038538, 40.710741], [-74.038463, 40.711107], [-74.038952, 40.711116], [-74.03927, 40.711105], [-74.039415, 40.711044], [-74.039754, 40.711061], [-74.04022, 40.711091], [-74.041293, 40.711161], [-74.041402, 40.711298], [-74.041373, 40.711337], [-74.041091, 40.711353], [-74.04112, 40.711497], [-74.041097, 40.711656], [-74.041124, 40.711861999999996], [-74.041141, 40.711997], [-74.041141, 40.71219], [-74.041221, 40.712317], [-74.041372, 40.712383], [-74.041475, 40.712367], [-74.041371, 40.712884], [-74.041515, 40.712902], [-74.041467, 40.713474]]]]}";+40.7135280;74;S;-074.0345831;Census Tract 74;34017007400;610651;42067;017;G5020;007400;34;248154
40.7181380114,-74.0454718609;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.051171, 40.718955], [-74.049671, 40.718475], [-74.048148, 40.717989], [-74.047808, 40.718617], [-74.047438, 40.719286], [-74.047053, 40.719984], [-74.046709, 40.720631], [-74.046689, 40.720669], [-74.045124, 40.720182], [-74.042967, 40.71951], [-74.04182, 40.719153], [-74.041335, 40.719002], [-74.041358, 40.718796], [-74.041864, 40.718469], [-74.042014, 40.718372], [-74.042187, 40.718236], [-74.042239, 40.717978], [-74.042361, 40.717341], [-74.042501, 40.716602], [-74.042663, 40.715827], [-74.04492, 40.716059], [-74.045686, 40.71619], [-74.045675, 40.716277], [-74.045696, 40.716367], [-74.045709, 40.716405], [-74.04575, 40.716443], [-74.046928, 40.716829], [-74.048512, 40.717326], [-74.050033, 40.717786], [-74.051559, 40.718247], [-74.051171, 40.718955]]]]}";+40.7181380;64;S;-074.0454719;Census Tract 64;34017006400;0;42077;017;G5020;006400;34;218894
40.7043624074,-74.0834033598;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.087312, 40.703881], [-74.086631, 40.704494], [-74.086551, 40.704566], [-74.086015, 40.705004], [-74.085347, 40.70555], [-74.084677, 40.706097], [-74.083954, 40.706691], [-74.083287, 40.707241], [-74.080389, 40.705328], [-74.079453, 40.704631], [-74.079988, 40.704077], [-74.080574, 40.70347], [-74.081205, 40.702816], [-74.081704, 40.702303], [-74.081788, 40.70222], [-74.082348, 40.701667], [-74.082364, 40.701684], [-74.083286, 40.702291], [-74.083881, 40.702683], [-74.085258, 40.70359], [-74.085945, 40.702958], [-74.086572, 40.702382], [-74.087974, 40.703285], [-74.087312, 40.703881]]]]}";+40.7043624;55;S;-074.0834034;Census Tract 55;34017005500;0;42214;017;G5020;005500;34;216661
40.6999924833,-74.0444774065;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.068728, 40.700866], [-74.068518, 40.700999], [-74.067923, 40.701499], [-74.067421, 40.701921], [-74.067157, 40.702184], [-74.066664, 40.702675], [-74.065411, 40.703921], [-74.064998, 40.704332], [-74.064445, 40.704882], [-74.063815, 40.705257], [-74.0626, 40.705908], [-74.061661, 40.706405], [-74.059661, 40.707511], [-74.059412, 40.707638], [-74.05888, 40.70791], [-74.058678, 40.708009], [-74.05726, 40.708712], [-74.056495, 40.709115], [-74.056012, 40.70937], [-74.055401, 40.709914], [-74.055163, 40.710239], [-74.054865, 40.710648], [-74.054347, 40.710227], [-74.054225, 40.710148], [-74.053974, 40.710093], [-74.053687, 40.710067], [-74.05206, 40.709926], [-74.051209, 40.711786], [-74.051009, 40.711755], [-74.050798, 40.711667], [-74.05064, 40.711617], [-74.050583, 40.711562], [-74.050605, 40.711524], [-74.05082, 40.711446], [-74.050987, 40.711397], [-74.051088, 40.711375], [-74.051154, 40.711287], [-74.051162, 40.711188], [-74.051146, 40.711116], [-74.04999, 40.710989], [-74.049008, 40.710835], [-74.04887, 40.710757], [-74.048683, 40.710686], [-74.048501, 40.710669], [-74.044114, 40.71015], [-74.043714, 40.710107], [-74.040608, 40.709774], [-74.040355, 40.709806], [-74.040118, 40.709773], [-74.039921, 40.709768], [-74.039792, 40.709691], [-74.039705, 40.709905], [-74.03969, 40.710142], [-74.039661, 40.710384], [-74.039553, 40.710395], [-74.039329, 40.710395], [-74.039313, 40.710345], [-74.039119, 40.710295], [-74.038822, 40.710235], [-74.038685, 40.710213], [-74.03866, 40.710175], [-74.038542, 40.710722], [-74.038538, 40.710741], [-74.024543, 40.709436], [-74.024945, 40.707233], [-74.0254, 40.704739000000004], [-74.02597, 40.701624], [-74.026284, 40.699902], [-74.033494, 40.688348], [-74.034444, 40.686827], [-74.035844, 40.684492], [-74.04378, 40.687428], [-74.052814, 40.69077], [-74.053941, 40.691654], [-74.054221, 40.691864], [-74.054179, 40.69193], [-74.054185, 40.69204], [-74.054249, 40.692079], [-74.054366, 40.692134], [-74.054496, 40.692178], [-74.054517, 40.692206], [-74.054575, 40.69231], [-74.054611, 40.692365], [-74.054729, 40.692436], [-74.054893, 40.692542], [-74.055068, 40.692617], [-74.055239, 40.692696], [-74.055286, 40.692722], [-74.05537, 40.692768], [-74.055384, 40.692812], [-74.055435, 40.692905], [-74.055597, 40.693041], [-74.05661, 40.693003], [-74.058936, 40.694121], [-74.06233, 40.695968], [-74.06329, 40.696512], [-74.064046, 40.697175], [-74.064692, 40.697537], [-74.065259, 40.697844], [-74.066013, 40.698275], [-74.06622, 40.698404], [-74.066458, 40.698587], [-74.066657, 40.698775], [-74.067414, 40.699465000000004], [-74.067757, 40.69972], [-74.068021, 40.699932], [-74.06835, 40.700157], [-74.068448, 40.700223], [-74.06821, 40.700436], [-74.068276, 40.70049], [-74.068648, 40.7008], [-74.068728, 40.700866]], [[-74.040346, 40.700387], [-74.040302, 40.700275], [-74.040292, 40.700171], [-74.040209, 40.700142], [-74.040121, 40.700101], [-74.040101, 40.700034], [-74.040175, 40.699908], [-74.04017, 40.699837], [-74.04015, 40.699737], [-74.040106, 40.699618], [-74.040003, 40.699547], [-74.039876, 40.699447], [-74.039734, 40.699373], [-74.039665, 40.699276], [-74.040155, 40.699276], [-74.039817, 40.699009], [-74.039732, 40.699026], [-74.039663, 40.69908], [-74.039631, 40.699134], [-74.039565, 40.699177], [-74.03949, 40.699153], [-74.039432, 40.699081], [-74.039391, 40.698977], [-74.039324, 40.698909], [-74.039204, 40.698868], [-74.038976, 40.698865], [-74.038815, 40.69888], [-74.038583, 40.698916], [-74.038441, 40.698972], [-74.038295, 40.699032], [-74.038176, 40.699087], [-74.038141, 40.69915], [-74.0382, 40.699218], [-74.03833, 40.699249], [-74.039403, 40.700468], [-74.039491, 40.700509], [-74.039608, 40.700538], [-74.039726, 40.70059], [-74.039795, 40.700627], [-74.039932, 40.700653], [-74.040064, 40.700635], [-74.040177, 40.700605], [-74.040312, 40.700539], [-74.040361, 40.700476], [-74.040346, 40.700387]], [[-74.047285, 40.690503], [-74.046995, 40.690173], [-74.046751, 40.689859], [-74.04657, 40.689639], [-74.04647, 40.68949], [-74.046144, 40.68927], [-74.045883, 40.689143], [-74.045616, 40.689022], [-74.04537, 40.688878], [-74.045074, 40.688735], [-74.044794, 40.688658], [-74.044569, 40.688581], [-74.044396, 40.688542], [-74.044208, 40.688608], [-74.043977, 40.688658], [-74.043803, 40.688757], [-74.043658, 40.688861], [-74.043586, 40.688982], [-74.043556, 40.689147], [-74.043513, 40.689274], [-74.043521, 40.689588], [-74.043556, 40.689725], [-74.043664, 40.689935], [-74.043773, 40.690083], [-74.043917, 40.690215], [-74.043931, 40.690225], [-74.044048, 40.690309], [-74.044279, 40.690463], [-74.044531, 40.690584], [-74.044848, 40.690728], [-74.045297, 40.690899], [-74.04586, 40.691102], [-74.04607, 40.691185], [-74.046265, 40.691158], [-74.046568, 40.691147], [-74.046895, 40.691125], [-74.047097, 40.691142], [-74.047169, 40.691114], [-74.047249, 40.690999], [-74.047234, 40.69085], [-74.047212, 40.690723], [-74.047184, 40.690685], [-74.047119, 40.690646], [-74.047104, 40.690564], [-74.047133, 40.690542], [-74.047285, 40.690503]]]]}";+40.6976775;9801;S;-074.0421525;Census Tract 9801;34017980100;3968774;42076;017;G5020;980100;34;2927588
40.7248851223,-74.0583365501;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.062034, 40.726603], [-74.06152, 40.727281], [-74.061211, 40.727679], [-74.061146, 40.727764], [-74.060673, 40.728375], [-74.060125, 40.729084], [-74.060011, 40.729214], [-74.059889, 40.729298], [-74.059687, 40.729426], [-74.059494, 40.729543], [-74.059389, 40.729418], [-74.059272, 40.729278], [-74.059014, 40.72896], [-74.058623, 40.72853], [-74.058301, 40.728254], [-74.05749, 40.727551], [-74.057397, 40.727462], [-74.057015, 40.727071], [-74.056983, 40.727032], [-74.056636, 40.726612], [-74.055389, 40.724775], [-74.054841, 40.723996], [-74.054711, 40.723803], [-74.054562, 40.723618], [-74.054443, 40.723493], [-74.054395, 40.723443], [-74.054362, 40.723413], [-74.054484, 40.723074], [-74.054538, 40.722924], [-74.054693, 40.722495], [-74.055215, 40.720991], [-74.055313, 40.721024], [-74.055396, 40.721051], [-74.05545, 40.721069], [-74.056379, 40.72135], [-74.056989, 40.721534], [-74.057231, 40.721607], [-74.058467, 40.721982], [-74.058546, 40.722006], [-74.059643, 40.72234], [-74.059737, 40.722368], [-74.059878, 40.722411], [-74.061702, 40.722978], [-74.06106, 40.723576], [-74.061022, 40.723611], [-74.060612, 40.723993], [-74.060586, 40.724075], [-74.060606, 40.724149], [-74.060703, 40.724207], [-74.061651, 40.724514], [-74.06132, 40.724953], [-74.061292, 40.725412], [-74.061112, 40.725663], [-74.061111, 40.725753], [-74.061435, 40.726088], [-74.06159, 40.726246], [-74.061726, 40.726384], [-74.06196, 40.72655], [-74.062034, 40.726603]]]]}";+40.7248851;66;S;-074.0583365;Census Tract 66;34017006600;0;42066;017;G5020;006600;34;344312
40.7289058383,-74.0480270116;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.053901, 40.727592], [-74.053855, 40.727714], [-74.053791, 40.727885], [-74.053664, 40.728149], [-74.053518, 40.728396], [-74.052662, 40.729694], [-74.052121, 40.730448], [-74.051895, 40.730774], [-74.051817, 40.730887], [-74.051624, 40.731125], [-74.051491, 40.731093], [-74.051267, 40.731075], [-74.050484, 40.731032], [-74.050262, 40.731019], [-74.048437, 40.730896], [-74.048314, 40.730894], [-74.047968, 40.730871], [-74.047477, 40.730861], [-74.046351, 40.730701], [-74.044699, 40.730462], [-74.044674, 40.730461], [-74.0447, 40.730081], [-74.044689, 40.729933], [-74.044539, 40.729777], [-74.044332, 40.729663], [-74.043124, 40.729492], [-74.041499, 40.729346], [-74.041517, 40.729234], [-74.041569, 40.728792], [-74.041677, 40.728067], [-74.041797, 40.727327], [-74.041911, 40.726619], [-74.042007, 40.725913], [-74.043643, 40.726055], [-74.043535, 40.72677], [-74.043429, 40.727472], [-74.043318, 40.728209], [-74.043209, 40.728929], [-74.044902, 40.729071], [-74.046573, 40.72921], [-74.04668, 40.728526], [-74.046796, 40.727793], [-74.046912, 40.727052], [-74.048556, 40.72719], [-74.048448, 40.727925], [-74.050122, 40.728058], [-74.050234, 40.72733], [-74.051854, 40.727465], [-74.052821, 40.727569], [-74.05308, 40.726879], [-74.05317, 40.726638], [-74.053278, 40.726737], [-74.05341, 40.726868], [-74.053966, 40.727419], [-74.053901, 40.727592]]]]}";+40.7289059;72;S;-074.0480270;Census Tract 72;34017007200;0;42093;017;G5020;007200;34;296337
40.7235905627,-74.0476909708;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.049372, 40.722224], [-74.04937, 40.722233], [-74.049366, 40.722259], [-74.049253, 40.722918], [-74.049214, 40.723149], [-74.049125, 40.723665], [-74.049001, 40.724394], [-74.048885, 40.725071], [-74.048798, 40.725574], [-74.048763, 40.725779], [-74.048658, 40.72649], [-74.048556, 40.72719], [-74.046912, 40.727052], [-74.047023, 40.726347], [-74.047135, 40.725636], [-74.047165, 40.725444], [-74.047244, 40.724928], [-74.047346, 40.724253], [-74.045626, 40.724107], [-74.045737, 40.72336], [-74.045834, 40.722666], [-74.045843, 40.722638], [-74.046058, 40.721937], [-74.046156, 40.721618], [-74.046376, 40.721227], [-74.046689, 40.720669], [-74.048197, 40.721139], [-74.04976, 40.721626], [-74.049372, 40.722224]]]]}";+40.7235905;23;S;-074.0476910;Census Tract 23;34017002300;0;42207;017;G5020;002300;34;144800
40.7265797088,-74.0452694788;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.047244, 40.724928], [-74.047165, 40.725444], [-74.047135, 40.725636], [-74.047023, 40.726347], [-74.046912, 40.727052], [-74.046796, 40.727793], [-74.04668, 40.728526], [-74.046573, 40.72921], [-74.044902, 40.729071], [-74.043209, 40.728929], [-74.043318, 40.728209], [-74.043429, 40.727472], [-74.043535, 40.72677], [-74.043643, 40.726055], [-74.043737, 40.725336], [-74.043758, 40.725176], [-74.043839, 40.724629], [-74.043945, 40.723938], [-74.045626, 40.724107], [-74.047346, 40.724253], [-74.047244, 40.724928]]]]}";+40.7265797;24;S;-074.0452695;Census Tract 24;34017002400;0;40796;017;G5020;002400;34;159731
40.7532475284,-74.0469179926;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.051852, 40.752849], [-74.051345, 40.753094], [-74.051111, 40.753209], [-74.050828, 40.753299], [-74.050265, 40.753398], [-74.049447, 40.753543], [-74.049061, 40.753638], [-74.048993, 40.753662], [-74.048782, 40.753736], [-74.048164, 40.754124], [-74.048137, 40.754151], [-74.047101, 40.753735], [-74.04664, 40.754413], [-74.046232, 40.755012], [-74.045768, 40.755692], [-74.046749, 40.756073], [-74.046339, 40.756672], [-74.04586, 40.75737], [-74.044847, 40.757008], [-74.043682, 40.756591], [-74.043438, 40.755747], [-74.043406, 40.755635], [-74.043367, 40.755501], [-74.043216, 40.754922], [-74.04334, 40.754747], [-74.043829, 40.75406], [-74.044226, 40.753462], [-74.044702, 40.752773], [-74.04492, 40.752458], [-74.045167, 40.752102], [-74.045599, 40.751478], [-74.045985, 40.75092], [-74.046072, 40.750795], [-74.046401, 40.750312], [-74.046822, 40.749692], [-74.048497, 40.75037], [-74.049218, 40.750662], [-74.050441, 40.751157], [-74.050022, 40.751771], [-74.052234, 40.752662], [-74.051852, 40.752849]]]]}";+40.7532475;2;S;-074.0469181;Census Tract 2;34017000200;0;41346;017;G5020;000200;34;264301
40.7461480998,-74.0469441174;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.050838, 40.743839], [-74.05025, 40.744678], [-74.049772, 40.74536], [-74.049478, 40.74578], [-74.049347, 40.74597], [-74.048913, 40.746602], [-74.048469, 40.747248], [-74.048386, 40.747369], [-74.048023, 40.747898], [-74.047595, 40.748541], [-74.047189, 40.749151], [-74.047063, 40.749336], [-74.046369, 40.749082], [-74.04615, 40.748988], [-74.045507, 40.748748], [-74.045351, 40.74869], [-74.044663, 40.748454], [-74.044505, 40.748395], [-74.043784, 40.748124], [-74.042926, 40.747802], [-74.044162, 40.745814], [-74.044599, 40.745111], [-74.045187, 40.744204], [-74.045965, 40.744489], [-74.04683, 40.744807], [-74.047652, 40.745109], [-74.04843, 40.743941], [-74.049386, 40.742542], [-74.050234, 40.742893], [-74.051216, 40.743299], [-74.050838, 40.743839]]]]}";+40.7461481;7;S;-074.0469442;Census Tract 7;34017000700;0;40821;017;G5020;000700;34;230533
40.696028604,-74.0948277813;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.097846, 40.696797], [-74.097792, 40.696849], [-74.097265, 40.697358], [-74.096694, 40.697909], [-74.09627, 40.698318], [-74.095923, 40.698871], [-74.095812, 40.698965], [-74.095184, 40.699494], [-74.094444, 40.700117], [-74.092615, 40.697949], [-74.09303, 40.696926], [-74.0914, 40.695], [-74.091605, 40.694836], [-74.092472, 40.694114], [-74.093038, 40.693643], [-74.093132, 40.693569], [-74.093647, 40.693167], [-74.093948, 40.692919], [-74.094255, 40.692666], [-74.094956, 40.692088], [-74.096019, 40.693279], [-74.095942, 40.693365], [-74.09839, 40.696263], [-74.097846, 40.696797]]]]}";+40.6960286;62;S;-074.0948278;Census Tract 62;34017006200;0;42213;017;G5020;006200;34;269036
40.7144210973,-74.0765644367;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.080144, 40.714734], [-74.079886, 40.714968], [-74.079645, 40.715191], [-74.079006, 40.715795], [-74.078442, 40.716326], [-74.078186, 40.716561], [-74.07813, 40.716611], [-74.077838, 40.716815], [-74.076701, 40.716226], [-74.075661, 40.715687], [-74.074907, 40.715296], [-74.074337, 40.715001], [-74.073495, 40.71454], [-74.07301, 40.714286], [-74.073451, 40.713797], [-74.074069, 40.713112], [-74.074608, 40.712515], [-74.07511, 40.711945], [-74.077033, 40.712959], [-74.080229, 40.714645], [-74.080144, 40.714734]]]]}";+40.7144211;44;S;-074.0765644;Census Tract 44;34017004400;0;40893;017;G5020;004400;34;161415
40.7219777229,-74.0762100773;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.080698, 40.721745], [-74.080655, 40.721802], [-74.08009, 40.722431], [-74.079456, 40.723124], [-74.078922, 40.723722], [-74.078259, 40.72449], [-74.07822, 40.724536], [-74.077874, 40.724938], [-74.07759, 40.725301], [-74.077293, 40.725693], [-74.076464, 40.725323], [-74.075621, 40.724946], [-74.074107, 40.72427], [-74.073079, 40.72381], [-74.070944, 40.722872], [-74.071615, 40.722145], [-74.072107, 40.721626], [-74.072797, 40.7209], [-74.073408, 40.720257], [-74.073551, 40.72011], [-74.074105, 40.719567], [-74.074179, 40.719492], [-74.074447, 40.719219], [-74.074732, 40.718928], [-74.074753, 40.718907], [-74.075269, 40.718513], [-74.075402, 40.718434], [-74.076284, 40.718792], [-74.077781, 40.719399], [-74.081357, 40.720872], [-74.080698, 40.721745]]]]}";+40.7219777;41.01;S;-074.0762101;Census Tract 41.01;34017004101;0;40891;017;G5020;004101;34;377047
40.7440625855,-74.0440196633;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.049386, 40.742542], [-74.04843, 40.743941], [-74.047652, 40.745109], [-74.04683, 40.744807], [-74.045965, 40.744489], [-74.045187, 40.744204], [-74.044599, 40.745111], [-74.044162, 40.745814], [-74.042926, 40.747802], [-74.042074, 40.747482], [-74.041269, 40.74718], [-74.040669, 40.74805], [-74.040594, 40.74817], [-74.040274, 40.74868], [-74.039635, 40.748442], [-74.039564, 40.748645], [-74.038731, 40.748446], [-74.038935, 40.748053], [-74.039008, 40.747911], [-74.039201, 40.747539], [-74.039551, 40.746968], [-74.039782, 40.746668], [-74.039834, 40.7466], [-74.039875, 40.746546], [-74.040174, 40.746204], [-74.040777, 40.745497], [-74.041083, 40.745137], [-74.041321, 40.744834], [-74.041569, 40.744519], [-74.041692, 40.744342], [-74.041843, 40.744125], [-74.042106, 40.743675], [-74.042325, 40.743234], [-74.042445, 40.742861], [-74.042285, 40.741201], [-74.043227, 40.740362], [-74.043548, 40.740014], [-74.043652, 40.740139], [-74.043699, 40.740237], [-74.043702, 40.740279], [-74.043723, 40.740287], [-74.043902, 40.740341], [-74.043966, 40.74036], [-74.044139, 40.740397], [-74.044199, 40.740389], [-74.044301, 40.740321], [-74.04442, 40.74022], [-74.044858, 40.739883], [-74.044945, 40.739806], [-74.044992, 40.739731], [-74.045039, 40.739637], [-74.045083, 40.739601], [-74.045152, 40.739601], [-74.045202, 40.739637], [-74.045202, 40.739681], [-74.045163, 40.739749], [-74.044387, 40.740822], [-74.044381, 40.740878], [-74.044503, 40.740906], [-74.044557, 40.740892], [-74.044615, 40.740858], [-74.044713, 40.740811], [-74.044851, 40.740804], [-74.044942, 40.740829], [-74.04523, 40.740944999999996], [-74.046067, 40.741255], [-74.046899, 40.741563], [-74.047668, 40.741847], [-74.048518, 40.742162], [-74.049386, 40.742542]]]]}";+40.7440626;8;S;-074.0440197;Census Tract 8;34017000800;0;40822;017;G5020;000800;34;333693
40.7029458387,-74.0960031722;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.101839, 40.702339], [-74.101463, 40.702785], [-74.101096, 40.70325], [-74.100649, 40.703817], [-74.100462, 40.704131], [-74.10022, 40.704543], [-74.100135, 40.704777], [-74.100098, 40.704875], [-74.09983, 40.705611], [-74.09977, 40.706278], [-74.099612, 40.706202], [-74.098873, 40.705408], [-74.09827, 40.704646], [-74.098118, 40.705658], [-74.098083, 40.705893], [-74.097945, 40.706648], [-74.097888, 40.706799], [-74.097803, 40.706925], [-74.097533, 40.707175], [-74.097222, 40.707464], [-74.09695, 40.707716], [-74.096606, 40.708035], [-74.096404, 40.708223], [-74.094428, 40.706864], [-74.093457, 40.70621], [-74.091521, 40.704905], [-74.090495, 40.704171], [-74.090528, 40.704162], [-74.091692, 40.703581], [-74.090931, 40.703053], [-74.090728, 40.703217], [-74.089172, 40.702208], [-74.089704, 40.701732], [-74.090266, 40.701245], [-74.090316, 40.701214], [-74.091274, 40.700622], [-74.092239, 40.701549], [-74.092475, 40.701776], [-74.093112, 40.70124], [-74.093744, 40.700707], [-74.094444, 40.700117], [-74.095184, 40.699494], [-74.095812, 40.698965], [-74.095923, 40.698871], [-74.09627, 40.698318], [-74.096694, 40.697909], [-74.097265, 40.697358], [-74.097585, 40.697681], [-74.098528, 40.698837], [-74.099207, 40.699668], [-74.099978, 40.700634], [-74.09999, 40.70064], [-74.100287, 40.700778], [-74.100488, 40.70083], [-74.100351, 40.70122], [-74.101358, 40.701686], [-74.101434, 40.701754], [-74.101465, 40.701871], [-74.101442, 40.701983], [-74.101379, 40.702086], [-74.101737, 40.702299], [-74.101839, 40.702339]]]]}";+40.7029458;59;S;-074.0960032;Census Tract 59;34017005900;0;40898;017;G5020;005900;34;621752
